data,forn,area,eta,m,f,d,N1,N2,ISTAT,reg
2023-10-24,Pfizer/BioNTech,CAM,60-69,55,33,88,ITF,ITF3,15,Campania
2023-10-24,Pfizer/BioNTech,CAM,70-79,61,50,111,ITF,ITF3,15,Campania
2023-10-24,Pfizer/BioNTech,CAM,80-89,45,41,86,ITF,ITF3,15,Campania
2023-10-24,Pfizer/BioNTech,CAM,90+,6,4,10,ITF,ITF3,15,Campania
2023-10-24,Pfizer/BioNTech,EMR,05-11,2,0,2,ITH,ITH5,8,Emilia-Romagna
2023-10-24,Pfizer/BioNTech,EMR,12-19,2,0,2,ITH,ITH5,8,Emilia-Romagna
2023-10-24,Pfizer/BioNTech,EMR,20-29,11,24,35,ITH,ITH5,8,Emilia-Romagna
2023-10-24,Pfizer/BioNTech,EMR,30-39,29,50,79,ITH,ITH5,8,Emilia-Romagna
2023-10-24,Pfizer/BioNTech,EMR,40-49,52,53,105,ITH,ITH5,8,Emilia-Romagna
2023-10-24,Pfizer/BioNTech,EMR,50-59,77,116,193,ITH,ITH5,8,Emilia-Romagna
2023-10-24,Pfizer/BioNTech,EMR,60-69,323,284,607,ITH,ITH5,8,Emilia-Romagna
2023-10-24,Pfizer/BioNTech,EMR,70-79,552,502,1054,ITH,ITH5,8,Emilia-Romagna
2023-10-24,Pfizer/BioNTech,EMR,80-89,541,579,1120,ITH,ITH5,8,Emilia-Romagna
2023-10-24,Pfizer/BioNTech,EMR,90+,106,266,372,ITH,ITH5,8,Emilia-Romagna
2023-10-24,Pfizer/BioNTech,FVG,12-19,2,0,2,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-24,Pfizer/BioNTech,FVG,20-29,5,4,9,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-24,Pfizer/BioNTech,FVG,30-39,10,9,19,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-24,Pfizer/BioNTech,FVG,40-49,10,16,26,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-24,Pfizer/BioNTech,FVG,50-59,35,34,69,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-24,Pfizer/BioNTech,FVG,60-69,70,66,136,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-24,Pfizer/BioNTech,FVG,70-79,118,89,207,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-24,Pfizer/BioNTech,FVG,80-89,75,66,141,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-24,Pfizer/BioNTech,FVG,90+,15,34,49,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-24,Pfizer/BioNTech,LAZ,12-19,1,2,3,ITI,ITI4,12,Lazio
2023-10-24,Pfizer/BioNTech,LAZ,20-29,13,11,24,ITI,ITI4,12,Lazio
2023-10-24,Pfizer/BioNTech,LAZ,30-39,16,18,34,ITI,ITI4,12,Lazio
2023-10-24,Pfizer/BioNTech,LAZ,40-49,23,23,46,ITI,ITI4,12,Lazio
2023-10-24,Pfizer/BioNTech,LAZ,50-59,36,48,84,ITI,ITI4,12,Lazio
2023-10-24,Pfizer/BioNTech,LAZ,60-69,123,88,211,ITI,ITI4,12,Lazio
2023-10-24,Pfizer/BioNTech,LAZ,70-79,131,99,230,ITI,ITI4,12,Lazio
2023-10-24,Pfizer/BioNTech,LAZ,80-89,142,142,284,ITI,ITI4,12,Lazio
2023-10-24,Pfizer/BioNTech,LAZ,90+,16,39,55,ITI,ITI4,12,Lazio
2023-10-24,Pfizer/BioNTech,LIG,20-29,4,9,13,ITC,ITC3,7,Liguria
2023-10-24,Pfizer/BioNTech,LIG,30-39,18,24,42,ITC,ITC3,7,Liguria
2023-10-24,Pfizer/BioNTech,LIG,40-49,15,18,33,ITC,ITC3,7,Liguria
2023-10-24,Pfizer/BioNTech,LIG,50-59,42,48,90,ITC,ITC3,7,Liguria
2023-10-24,Pfizer/BioNTech,LIG,60-69,70,42,112,ITC,ITC3,7,Liguria
2023-10-24,Pfizer/BioNTech,LIG,70-79,62,58,120,ITC,ITC3,7,Liguria
2023-10-24,Pfizer/BioNTech,LIG,80-89,112,168,280,ITC,ITC3,7,Liguria
2023-10-24,Pfizer/BioNTech,LIG,90+,24,120,144,ITC,ITC3,7,Liguria
2023-10-24,Pfizer/BioNTech,LOM,05-11,6,5,11,ITC,ITC4,3,Lombardia
2023-10-24,Pfizer/BioNTech,LOM,12-19,9,2,11,ITC,ITC4,3,Lombardia
2023-10-24,Pfizer/BioNTech,LOM,20-29,40,84,124,ITC,ITC4,3,Lombardia
2023-10-24,Pfizer/BioNTech,LOM,30-39,118,177,295,ITC,ITC4,3,Lombardia
2023-10-24,Pfizer/BioNTech,LOM,40-49,152,194,346,ITC,ITC4,3,Lombardia
2023-10-24,Pfizer/BioNTech,LOM,50-59,318,354,672,ITC,ITC4,3,Lombardia
2023-10-24,Pfizer/BioNTech,LOM,60-69,1119,1009,2128,ITC,ITC4,3,Lombardia
2023-10-24,Pfizer/BioNTech,LOM,70-79,1470,1230,2700,ITC,ITC4,3,Lombardia
2023-10-24,Pfizer/BioNTech,LOM,80-89,1051,1112,2163,ITC,ITC4,3,Lombardia
2023-10-24,Pfizer/BioNTech,LOM,90+,154,421,575,ITC,ITC4,3,Lombardia
2023-10-24,Pfizer/BioNTech,MAR,12-19,0,1,1,ITI,ITI3,11,Marche
2023-10-24,Pfizer/BioNTech,MAR,20-29,1,1,2,ITI,ITI3,11,Marche
2023-10-24,Pfizer/BioNTech,MAR,30-39,7,8,15,ITI,ITI3,11,Marche
2023-10-24,Pfizer/BioNTech,MAR,40-49,10,14,24,ITI,ITI3,11,Marche
2023-10-24,Pfizer/BioNTech,MAR,50-59,17,18,35,ITI,ITI3,11,Marche
2023-10-24,Pfizer/BioNTech,MAR,60-69,61,57,118,ITI,ITI3,11,Marche
2023-10-24,Pfizer/BioNTech,MAR,70-79,104,77,181,ITI,ITI3,11,Marche
2023-10-24,Pfizer/BioNTech,MAR,80-89,76,62,138,ITI,ITI3,11,Marche
2023-10-24,Pfizer/BioNTech,MAR,90+,16,24,40,ITI,ITI3,11,Marche
2023-10-24,Pfizer/BioNTech,MOL,50-59,1,0,1,ITF,ITF2,14,Molise
2023-10-24,Pfizer/BioNTech,MOL,60-69,1,0,1,ITF,ITF2,14,Molise
2023-10-24,Pfizer/BioNTech,MOL,70-79,2,1,3,ITF,ITF2,14,Molise
2023-10-24,Pfizer/BioNTech,MOL,80-89,6,14,20,ITF,ITF2,14,Molise
2023-10-24,Pfizer/BioNTech,MOL,90+,2,9,11,ITF,ITF2,14,Molise
2023-10-24,Pfizer/BioNTech,PAB,05-11,2,2,4,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-24,Pfizer/BioNTech,PAB,20-29,4,2,6,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-24,Pfizer/BioNTech,PAB,30-39,11,10,21,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-24,Pfizer/BioNTech,PAB,40-49,8,19,27,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-24,Pfizer/BioNTech,PAB,50-59,32,25,57,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-24,Pfizer/BioNTech,PAB,60-69,56,65,121,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-24,Pfizer/BioNTech,PAB,70-79,97,99,196,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-24,Pfizer/BioNTech,PAB,80-89,94,92,186,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-24,Pfizer/BioNTech,PAB,90+,13,23,36,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-24,Pfizer/BioNTech,PAT,05-11,0,1,1,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-24,Pfizer/BioNTech,PAT,12-19,1,1,2,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-24,Pfizer/BioNTech,PAT,20-29,2,0,2,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-24,Pfizer/BioNTech,PAT,30-39,5,4,9,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-24,Pfizer/BioNTech,PAT,40-49,11,12,23,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-24,Pfizer/BioNTech,PAT,50-59,23,20,43,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-24,Pfizer/BioNTech,PAT,60-69,73,71,144,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-24,Pfizer/BioNTech,PAT,70-79,77,64,141,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-24,Pfizer/BioNTech,PAT,80-89,53,90,143,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-24,Pfizer/BioNTech,PAT,90+,17,54,71,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-24,Pfizer/BioNTech,PIE,12-19,1,0,1,ITC,ITC1,1,Piemonte
2023-10-24,Pfizer/BioNTech,PIE,20-29,4,2,6,ITC,ITC1,1,Piemonte
2023-10-24,Pfizer/BioNTech,PIE,30-39,19,15,34,ITC,ITC1,1,Piemonte
2023-10-24,Pfizer/BioNTech,PIE,40-49,18,25,43,ITC,ITC1,1,Piemonte
2023-10-24,Pfizer/BioNTech,PIE,50-59,38,34,72,ITC,ITC1,1,Piemonte
2023-10-24,Pfizer/BioNTech,PIE,60-69,162,187,349,ITC,ITC1,1,Piemonte
2023-10-24,Pfizer/BioNTech,PIE,70-79,217,189,406,ITC,ITC1,1,Piemonte
2023-10-24,Pfizer/BioNTech,PIE,80-89,148,151,299,ITC,ITC1,1,Piemonte
2023-10-24,Pfizer/BioNTech,PIE,90+,20,42,62,ITC,ITC1,1,Piemonte
2023-10-24,Pfizer/BioNTech,PUG,12-19,2,1,3,ITF,ITF4,16,Puglia
2023-10-24,Pfizer/BioNTech,PUG,20-29,10,9,19,ITF,ITF4,16,Puglia
2023-10-24,Pfizer/BioNTech,PUG,30-39,24,22,46,ITF,ITF4,16,Puglia
2023-10-24,Pfizer/BioNTech,PUG,40-49,18,20,38,ITF,ITF4,16,Puglia
2023-10-24,Pfizer/BioNTech,PUG,50-59,56,55,111,ITF,ITF4,16,Puglia
2023-10-24,Pfizer/BioNTech,PUG,60-69,132,99,231,ITF,ITF4,16,Puglia
2023-10-24,Pfizer/BioNTech,PUG,70-79,158,139,297,ITF,ITF4,16,Puglia
2023-10-24,Pfizer/BioNTech,PUG,80-89,140,118,258,ITF,ITF4,16,Puglia
2023-10-24,Pfizer/BioNTech,PUG,90+,24,38,62,ITF,ITF4,16,Puglia
2023-10-24,Pfizer/BioNTech,SAR,20-29,0,3,3,ITG,ITG2,20,Sardegna
2023-10-24,Pfizer/BioNTech,SAR,30-39,2,4,6,ITG,ITG2,20,Sardegna
2023-10-24,Pfizer/BioNTech,SAR,40-49,2,3,5,ITG,ITG2,20,Sardegna
2023-10-24,Pfizer/BioNTech,SAR,50-59,3,2,5,ITG,ITG2,20,Sardegna
2023-10-24,Pfizer/BioNTech,SAR,60-69,18,25,43,ITG,ITG2,20,Sardegna
2023-10-24,Pfizer/BioNTech,SAR,70-79,35,39,74,ITG,ITG2,20,Sardegna
2023-10-24,Pfizer/BioNTech,SAR,80-89,19,17,36,ITG,ITG2,20,Sardegna
2023-10-24,Pfizer/BioNTech,SAR,90+,5,14,19,ITG,ITG2,20,Sardegna
2023-10-24,Pfizer/BioNTech,SIC,20-29,1,1,2,ITG,ITG1,19,Sicilia
2023-10-24,Pfizer/BioNTech,SIC,40-49,7,1,8,ITG,ITG1,19,Sicilia
2023-10-24,Pfizer/BioNTech,SIC,50-59,4,5,9,ITG,ITG1,19,Sicilia
2023-10-24,Pfizer/BioNTech,SIC,60-69,13,14,27,ITG,ITG1,19,Sicilia
2023-10-24,Pfizer/BioNTech,SIC,70-79,9,4,13,ITG,ITG1,19,Sicilia
2023-10-24,Pfizer/BioNTech,SIC,80-89,6,5,11,ITG,ITG1,19,Sicilia
2023-10-24,Pfizer/BioNTech,TOS,20-29,6,10,16,ITI,ITI1,9,Toscana
2023-10-24,Pfizer/BioNTech,TOS,30-39,14,28,42,ITI,ITI1,9,Toscana
2023-10-24,Pfizer/BioNTech,TOS,40-49,31,48,79,ITI,ITI1,9,Toscana
2023-10-24,Pfizer/BioNTech,TOS,50-59,48,74,122,ITI,ITI1,9,Toscana
2023-10-24,Pfizer/BioNTech,TOS,60-69,231,230,461,ITI,ITI1,9,Toscana
2023-10-24,Pfizer/BioNTech,TOS,70-79,402,400,802,ITI,ITI1,9,Toscana
2023-10-24,Pfizer/BioNTech,TOS,80-89,327,373,700,ITI,ITI1,9,Toscana
2023-10-24,Pfizer/BioNTech,TOS,90+,81,173,254,ITI,ITI1,9,Toscana
2023-10-24,Pfizer/BioNTech,VDA,20-29,0,1,1,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-10-24,Pfizer/BioNTech,VDA,30-39,1,1,2,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-10-24,Pfizer/BioNTech,VDA,40-49,0,2,2,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-10-24,Pfizer/BioNTech,VDA,50-59,5,5,10,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-10-24,Pfizer/BioNTech,VDA,60-69,22,16,38,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-10-24,Pfizer/BioNTech,VDA,70-79,30,36,66,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-10-24,Pfizer/BioNTech,VDA,80-89,29,23,52,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-10-24,Pfizer/BioNTech,VDA,90+,5,14,19,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-10-24,Pfizer/BioNTech,VEN,20-29,6,5,11,ITH,ITH3,5,Veneto
2023-10-24,Pfizer/BioNTech,VEN,30-39,6,9,15,ITH,ITH3,5,Veneto
2023-10-24,Pfizer/BioNTech,VEN,40-49,11,16,27,ITH,ITH3,5,Veneto
2023-10-24,Pfizer/BioNTech,VEN,50-59,19,42,61,ITH,ITH3,5,Veneto
2023-10-24,Pfizer/BioNTech,VEN,60-69,52,58,110,ITH,ITH3,5,Veneto
2023-10-24,Pfizer/BioNTech,VEN,70-79,67,86,153,ITH,ITH3,5,Veneto
2023-10-24,Pfizer/BioNTech,VEN,80-89,47,83,130,ITH,ITH3,5,Veneto
2023-10-24,Pfizer/BioNTech,VEN,90+,11,68,79,ITH,ITH3,5,Veneto
2023-10-25,Pfizer Pediatrico,EMR,20-29,2,0,2,ITH,ITH5,8,Emilia-Romagna
2023-10-25,Pfizer Pediatrico,EMR,30-39,3,5,8,ITH,ITH5,8,Emilia-Romagna
2023-10-25,Pfizer Pediatrico,EMR,40-49,3,6,9,ITH,ITH5,8,Emilia-Romagna
2023-10-25,Pfizer Pediatrico,EMR,50-59,10,12,22,ITH,ITH5,8,Emilia-Romagna
2023-10-25,Pfizer Pediatrico,EMR,60-69,24,41,65,ITH,ITH5,8,Emilia-Romagna
2023-10-25,Pfizer Pediatrico,EMR,70-79,65,73,138,ITH,ITH5,8,Emilia-Romagna
2023-10-25,Pfizer Pediatrico,EMR,80-89,65,85,150,ITH,ITH5,8,Emilia-Romagna
2023-10-25,Pfizer Pediatrico,EMR,90+,24,37,61,ITH,ITH5,8,Emilia-Romagna
2023-10-25,Pfizer Pediatrico,MAR,60-69,2,4,6,ITI,ITI3,11,Marche
2023-10-25,Pfizer Pediatrico,MAR,70-79,6,5,11,ITI,ITI3,11,Marche
2023-10-25,Pfizer Pediatrico,MAR,80-89,3,3,6,ITI,ITI3,11,Marche
2023-10-25,Pfizer Pediatrico,TOS,70-79,1,2,3,ITI,ITI1,9,Toscana
2023-10-25,Pfizer Pediatrico,TOS,80-89,2,0,2,ITI,ITI1,9,Toscana
2023-10-25,Pfizer Pediatrico,VDA,60-69,1,0,1,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-10-25,Pfizer Pediatrico,VDA,80-89,0,1,1,ITC,ITC2,2,Valle d'Aosta / Vallée d'Aoste
2023-10-25,Pfizer/BioNTech,CAL,20-29,2,0,2,ITF,ITF6,18,Calabria
2023-10-25,Pfizer/BioNTech,CAL,30-39,0,1,1,ITF,ITF6,18,Calabria
2023-10-25,Pfizer/BioNTech,CAL,40-49,1,0,1,ITF,ITF6,18,Calabria
2023-10-25,Pfizer/BioNTech,CAL,50-59,0,1,1,ITF,ITF6,18,Calabria
2023-10-25,Pfizer/BioNTech,CAL,60-69,2,1,3,ITF,ITF6,18,Calabria
2023-10-25,Pfizer/BioNTech,CAL,70-79,4,4,8,ITF,ITF6,18,Calabria
2023-10-25,Pfizer/BioNTech,CAL,80-89,5,3,8,ITF,ITF6,18,Calabria
2023-10-25,Pfizer/BioNTech,CAL,90+,1,0,1,ITF,ITF6,18,Calabria
2023-10-25,Pfizer/BioNTech,CAM,20-29,1,1,2,ITF,ITF3,15,Campania
2023-10-25,Pfizer/BioNTech,CAM,30-39,3,3,6,ITF,ITF3,15,Campania
2023-10-25,Pfizer/BioNTech,CAM,40-49,7,2,9,ITF,ITF3,15,Campania
2023-10-25,Pfizer/BioNTech,CAM,50-59,9,20,29,ITF,ITF3,15,Campania
2023-10-25,Pfizer/BioNTech,CAM,60-69,45,34,79,ITF,ITF3,15,Campania
2023-10-25,Pfizer/BioNTech,CAM,70-79,70,41,111,ITF,ITF3,15,Campania
2023-10-25,Pfizer/BioNTech,CAM,80-89,35,20,55,ITF,ITF3,15,Campania
2023-10-25,Pfizer/BioNTech,CAM,90+,8,2,10,ITF,ITF3,15,Campania
2023-10-25,Pfizer/BioNTech,EMR,12-19,5,2,7,ITH,ITH5,8,Emilia-Romagna
2023-10-25,Pfizer/BioNTech,EMR,20-29,14,14,28,ITH,ITH5,8,Emilia-Romagna
2023-10-25,Pfizer/BioNTech,EMR,30-39,37,36,73,ITH,ITH5,8,Emilia-Romagna
2023-10-25,Pfizer/BioNTech,EMR,40-49,27,66,93,ITH,ITH5,8,Emilia-Romagna
2023-10-25,Pfizer/BioNTech,EMR,50-59,128,116,244,ITH,ITH5,8,Emilia-Romagna
2023-10-25,Pfizer/BioNTech,EMR,60-69,398,375,773,ITH,ITH5,8,Emilia-Romagna
2023-10-25,Pfizer/BioNTech,EMR,70-79,670,624,1294,ITH,ITH5,8,Emilia-Romagna
2023-10-25,Pfizer/BioNTech,EMR,80-89,594,697,1291,ITH,ITH5,8,Emilia-Romagna
2023-10-25,Pfizer/BioNTech,EMR,90+,144,278,422,ITH,ITH5,8,Emilia-Romagna
2023-10-25,Pfizer/BioNTech,FVG,05-11,2,1,3,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-25,Pfizer/BioNTech,FVG,12-19,1,1,2,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-25,Pfizer/BioNTech,FVG,20-29,6,9,15,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-25,Pfizer/BioNTech,FVG,30-39,16,23,39,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-25,Pfizer/BioNTech,FVG,40-49,21,35,56,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-25,Pfizer/BioNTech,FVG,50-59,27,44,71,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-25,Pfizer/BioNTech,FVG,60-69,67,62,129,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-25,Pfizer/BioNTech,FVG,70-79,96,68,164,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-25,Pfizer/BioNTech,FVG,80-89,80,77,157,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-25,Pfizer/BioNTech,FVG,90+,23,47,70,ITH,ITH4,6,Friuli-Venezia Giulia
2023-10-25,Pfizer/BioNTech,LAZ,05-11,2,0,2,ITI,ITI4,12,Lazio
2023-10-25,Pfizer/BioNTech,LAZ,20-29,0,4,4,ITI,ITI4,12,Lazio
2023-10-25,Pfizer/BioNTech,LAZ,30-39,16,16,32,ITI,ITI4,12,Lazio
2023-10-25,Pfizer/BioNTech,LAZ,40-49,13,21,34,ITI,ITI4,12,Lazio
2023-10-25,Pfizer/BioNTech,LAZ,50-59,33,35,68,ITI,ITI4,12,Lazio
2023-10-25,Pfizer/BioNTech,LAZ,60-69,101,83,184,ITI,ITI4,12,Lazio
2023-10-25,Pfizer/BioNTech,LAZ,70-79,108,105,213,ITI,ITI4,12,Lazio
2023-10-25,Pfizer/BioNTech,LAZ,80-89,155,160,315,ITI,ITI4,12,Lazio
2023-10-25,Pfizer/BioNTech,LAZ,90+,22,43,65,ITI,ITI4,12,Lazio
2023-10-25,Pfizer/BioNTech,LIG,12-19,1,0,1,ITC,ITC3,7,Liguria
2023-10-25,Pfizer/BioNTech,LIG,20-29,3,2,5,ITC,ITC3,7,Liguria
2023-10-25,Pfizer/BioNTech,LIG,30-39,7,3,10,ITC,ITC3,7,Liguria
2023-10-25,Pfizer/BioNTech,LIG,40-49,11,8,19,ITC,ITC3,7,Liguria
2023-10-25,Pfizer/BioNTech,LIG,50-59,31,31,62,ITC,ITC3,7,Liguria
2023-10-25,Pfizer/BioNTech,LIG,60-69,42,40,82,ITC,ITC3,7,Liguria
2023-10-25,Pfizer/BioNTech,LIG,70-79,53,54,107,ITC,ITC3,7,Liguria
2023-10-25,Pfizer/BioNTech,LIG,80-89,114,124,238,ITC,ITC3,7,Liguria
2023-10-25,Pfizer/BioNTech,LIG,90+,32,68,100,ITC,ITC3,7,Liguria
2023-10-25,Pfizer/BioNTech,LOM,05-11,7,8,15,ITC,ITC4,3,Lombardia
2023-10-25,Pfizer/BioNTech,LOM,12-19,13,16,29,ITC,ITC4,3,Lombardia
2023-10-25,Pfizer/BioNTech,LOM,20-29,52,126,178,ITC,ITC4,3,Lombardia
2023-10-25,Pfizer/BioNTech,LOM,30-39,117,183,300,ITC,ITC4,3,Lombardia
2023-10-25,Pfizer/BioNTech,LOM,40-49,184,231,415,ITC,ITC4,3,Lombardia
2023-10-25,Pfizer/BioNTech,LOM,50-59,327,398,725,ITC,ITC4,3,Lombardia
2023-10-25,Pfizer/BioNTech,LOM,60-69,1109,1007,2116,ITC,ITC4,3,Lombardia
2023-10-25,Pfizer/BioNTech,LOM,70-79,1520,1283,2803,ITC,ITC4,3,Lombardia
2023-10-25,Pfizer/BioNTech,LOM,80-89,1078,1273,2351,ITC,ITC4,3,Lombardia
2023-10-25,Pfizer/BioNTech,LOM,90+,187,499,686,ITC,ITC4,3,Lombardia
2023-10-25,Pfizer/BioNTech,MAR,20-29,7,0,7,ITI,ITI3,11,Marche
2023-10-25,Pfizer/BioNTech,MAR,30-39,2,5,7,ITI,ITI3,11,Marche
2023-10-25,Pfizer/BioNTech,MAR,40-49,10,5,15,ITI,ITI3,11,Marche
2023-10-25,Pfizer/BioNTech,MAR,50-59,15,17,32,ITI,ITI3,11,Marche
2023-10-25,Pfizer/BioNTech,MAR,60-69,54,56,110,ITI,ITI3,11,Marche
2023-10-25,Pfizer/BioNTech,MAR,70-79,102,84,186,ITI,ITI3,11,Marche
2023-10-25,Pfizer/BioNTech,MAR,80-89,70,77,147,ITI,ITI3,11,Marche
2023-10-25,Pfizer/BioNTech,MAR,90+,10,26,36,ITI,ITI3,11,Marche
2023-10-25,Pfizer/BioNTech,MOL,30-39,1,0,1,ITF,ITF2,14,Molise
2023-10-25,Pfizer/BioNTech,MOL,40-49,3,4,7,ITF,ITF2,14,Molise
2023-10-25,Pfizer/BioNTech,MOL,50-59,1,2,3,ITF,ITF2,14,Molise
2023-10-25,Pfizer/BioNTech,MOL,60-69,13,10,23,ITF,ITF2,14,Molise
2023-10-25,Pfizer/BioNTech,MOL,70-79,20,13,33,ITF,ITF2,14,Molise
2023-10-25,Pfizer/BioNTech,MOL,80-89,1,4,5,ITF,ITF2,14,Molise
2023-10-25,Pfizer/BioNTech,MOL,90+,1,1,2,ITF,ITF2,14,Molise
2023-10-25,Pfizer/BioNTech,PAB,12-19,4,1,5,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-25,Pfizer/BioNTech,PAB,20-29,4,2,6,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-25,Pfizer/BioNTech,PAB,30-39,9,8,17,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-25,Pfizer/BioNTech,PAB,40-49,14,17,31,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-25,Pfizer/BioNTech,PAB,50-59,29,27,56,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-25,Pfizer/BioNTech,PAB,60-69,71,59,130,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-25,Pfizer/BioNTech,PAB,70-79,91,89,180,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-25,Pfizer/BioNTech,PAB,80-89,65,78,143,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-25,Pfizer/BioNTech,PAB,90+,12,31,43,ITH,ITH1,4,Provincia Autonoma Bolzano / Bozen
2023-10-25,Pfizer/BioNTech,PAT,12-19,2,2,4,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-25,Pfizer/BioNTech,PAT,20-29,1,1,2,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-25,Pfizer/BioNTech,PAT,30-39,5,3,8,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-25,Pfizer/BioNTech,PAT,40-49,8,4,12,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-25,Pfizer/BioNTech,PAT,50-59,16,17,33,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-25,Pfizer/BioNTech,PAT,60-69,33,35,68,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-25,Pfizer/BioNTech,PAT,70-79,74,48,122,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-25,Pfizer/BioNTech,PAT,80-89,40,66,106,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-25,Pfizer/BioNTech,PAT,90+,12,44,56,ITH,ITH2,4,Provincia Autonoma Trento
2023-10-25,Pfizer/BioNTech,PIE,12-19,1,0,1,ITC,ITC1,1,Piemonte
2023-10-25,Pfizer/BioNTech,PIE,20-29,5,14,19,ITC,ITC1,1,Piemonte
2023-10-25,Pfizer/BioNTech,PIE,30-39,16,39,55,ITC,ITC1,1,Piemonte
2023-10-25,Pfizer/BioNTech,PIE,40-49,21,39,60,ITC,ITC1,1,Piemonte
2023-10-25,Pfizer/BioNTech,PIE,50-59,53,76,129,ITC,ITC1,1,Piemonte
2023-10-25,Pfizer/BioNTech,PIE,60-69,197,188,385,ITC,ITC1,1,Piemonte
2023-10-25,Pfizer/BioNTech,PIE,70-79,279,234,513,ITC,ITC1,1,Piemonte
2023-10-25,Pfizer/BioNTech,PIE,80-89,197,264,461,ITC,ITC1,1,Piemonte
2023-10-25,Pfizer/BioNTech,PIE,90+,29,80,109,ITC,ITC1,1,Piemonte
2023-10-25,Pfizer/BioNTech,PUG,12-19,1,1,2,ITF,ITF4,16,Puglia
2023-10-25,Pfizer/BioNTech,PUG,20-29,4,9,13,ITF,ITF4,16,Puglia
2023-10-25,Pfizer/BioNTech,PUG,30-39,21,19,40,ITF,ITF4,16,Puglia
2023-10-25,Pfizer/BioNTech,PUG,40-49,27,17,44,ITF,ITF4,16,Puglia
2023-10-25,Pfizer/BioNTech,PUG,50-59,25,38,63,ITF,ITF4,16,Puglia
2023-10-25,Pfizer/BioNTech,PUG,60-69,105,92,197,ITF,ITF4,16,Puglia
2023-10-25,Pfizer/BioNTech,PUG,70-79,197,156,353,ITF,ITF4,16,Puglia
